certificate_number,record_id,certificate_type,issue_date,issuing_office,valid_until,observed_at,source_system
XS-CRA-CERT-000435,CSR-00435,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000436,CSR-00436,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000437,CSR-00437,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000438,CSR-00438,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000439,CSR-00439,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000440,CSR-00440,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000441,CSR-00441,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000442,CSR-00442,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000443,CSR-00443,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000444,CSR-00444,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000445,CSR-00445,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000446,CSR-00446,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000447,CSR-00447,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000448,CSR-00448,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000449,CSR-00449,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000450,CSR-00450,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000451,CSR-00451,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000452,CSR-00452,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000453,CSR-00453,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000454,CSR-00454,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000455,CSR-00455,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000456,CSR-00456,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000457,CSR-00457,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000458,CSR-00458,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000459,CSR-00459,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000460,CSR-00460,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000461,CSR-00461,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000462,CSR-00462,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000463,CSR-00463,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000464,CSR-00464,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000465,CSR-00465,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000466,CSR-00466,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000467,CSR-00467,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000468,CSR-00468,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000469,CSR-00469,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000470,CSR-00470,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000471,CSR-00471,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000472,CSR-00472,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000473,CSR-00473,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000474,CSR-00474,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000475,CSR-00475,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000476,CSR-00476,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000477,CSR-00477,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000478,CSR-00478,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000479,CSR-00479,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000480,CSR-00480,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000481,CSR-00481,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000482,CSR-00482,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000483,CSR-00483,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000484,CSR-00484,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000485,CSR-00485,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000486,CSR-00486,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000487,CSR-00487,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000488,CSR-00488,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000489,CSR-00489,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000490,CSR-00490,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000491,CSR-00491,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000492,CSR-00492,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000493,CSR-00493,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000494,CSR-00494,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000495,CSR-00495,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000496,CSR-00496,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000497,CSR-00497,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000498,CSR-00498,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000499,CSR-00499,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000500,CSR-00500,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000501,CSR-00501,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000502,CSR-00502,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000503,CSR-00503,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000504,CSR-00504,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000505,CSR-00505,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000506,CSR-00506,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000507,CSR-00507,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000508,CSR-00508,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000509,CSR-00509,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000510,CSR-00510,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000511,CSR-00511,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000512,CSR-00512,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000513,CSR-00513,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000514,CSR-00514,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000515,CSR-00515,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000516,CSR-00516,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000517,CSR-00517,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000518,CSR-00518,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000519,CSR-00519,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000520,CSR-00520,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000521,CSR-00521,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000522,CSR-00522,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000523,CSR-00523,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000524,CSR-00524,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000525,CSR-00525,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000526,CSR-00526,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000527,CSR-00527,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000528,CSR-00528,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000529,CSR-00529,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000530,CSR-00530,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000531,CSR-00531,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000532,CSR-00532,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000533,CSR-00533,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000534,CSR-00534,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000535,CSR-00535,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000536,CSR-00536,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000537,CSR-00537,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000538,CSR-00538,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000539,CSR-00539,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000540,CSR-00540,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000541,CSR-00541,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000542,CSR-00542,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000543,CSR-00543,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000544,CSR-00544,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000545,CSR-00545,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000546,CSR-00546,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000547,CSR-00547,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000548,CSR-00548,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000549,CSR-00549,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000550,CSR-00550,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000551,CSR-00551,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000552,CSR-00552,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000553,CSR-00553,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000554,CSR-00554,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000555,CSR-00555,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000556,CSR-00556,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000557,CSR-00557,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000558,CSR-00558,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000559,CSR-00559,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000560,CSR-00560,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000561,CSR-00561,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000562,CSR-00562,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000563,CSR-00563,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000564,CSR-00564,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000565,CSR-00565,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000566,CSR-00566,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000567,CSR-00567,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000568,CSR-00568,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000569,CSR-00569,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000570,CSR-00570,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000571,CSR-00571,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000572,CSR-00572,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000573,CSR-00573,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000574,CSR-00574,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000575,CSR-00575,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000576,CSR-00576,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000577,CSR-00577,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000578,CSR-00578,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000579,CSR-00579,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000580,CSR-00580,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000581,CSR-00581,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000582,CSR-00582,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000583,CSR-00583,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000584,CSR-00584,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000585,CSR-00585,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000586,CSR-00586,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000587,CSR-00587,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000588,CSR-00588,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000589,CSR-00589,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000590,CSR-00590,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000591,CSR-00591,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000592,CSR-00592,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000593,CSR-00593,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000594,CSR-00594,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000595,CSR-00595,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000596,CSR-00596,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000597,CSR-00597,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000598,CSR-00598,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000599,CSR-00599,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000600,CSR-00600,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000601,CSR-00601,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000602,CSR-00602,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000603,CSR-00603,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000604,CSR-00604,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000605,CSR-00605,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000606,CSR-00606,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000607,CSR-00607,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000608,CSR-00608,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000609,CSR-00609,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000610,CSR-00610,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000611,CSR-00611,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000612,CSR-00612,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000613,CSR-00613,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000614,CSR-00614,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000615,CSR-00615,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000616,CSR-00616,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000617,CSR-00617,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000618,CSR-00618,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000619,CSR-00619,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000620,CSR-00620,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000621,CSR-00621,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000622,CSR-00622,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000623,CSR-00623,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000624,CSR-00624,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000625,CSR-00625,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000626,CSR-00626,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000627,CSR-00627,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000628,CSR-00628,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000629,CSR-00629,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000630,CSR-00630,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000631,CSR-00631,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000632,CSR-00632,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000633,CSR-00633,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000634,CSR-00634,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000635,CSR-00635,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000636,CSR-00636,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000637,CSR-00637,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000638,CSR-00638,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000639,CSR-00639,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000640,CSR-00640,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000641,CSR-00641,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000642,CSR-00642,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000643,CSR-00643,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000644,CSR-00644,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000645,CSR-00645,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000646,CSR-00646,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000647,CSR-00647,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
XS-CRA-CERT-000648,CSR-00648,birth_certificate,2026-01-10,CRA district office,,2026-07-04T09:00:00Z,CRA-CORE
